Winning Bidder,Award Status,Issuing Authority,Tender / RfS Number,Tender Title,Technology,Awarded Capacity MW,Capacity MW,Storage MW,Storage MWh,Tariff,Tariff Unit,Tariff Type,Tariff Status,Award Date,LOA Date,PPA Date,PPA Tenure,Expected COD,Actual COD,COD Basis,COD Source,State,Procurer / Offtaker,Project / SPV,Consortium,Lead Member,Winner Count,Project Status,Tender Details,Business Eligibility,Date Basis,Source URL,Award URL,Source Type,Evidence,Confidence,Quality Grade,Freshness,First Seen,Last Checked,Last Verified,Tender Date,Tender Deadline,TenderKey,AwardID
Verification Required,Verification Required,NHPC,2024_NHPC_838967_1,"Package-1, Works of Boundary survey &amp;amp;amp;amp; marking, Gates chain link fencing of PSS with compound walls and gates all around the periphery of the 600MW (phase-I) Solar power park at Gram Samooh Mai",Solar,,600.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,5a02fe84f0dc,
Verification Required,Verification Required,NHPC,2024_NHPC_821806_1,Selection of Solar Power Generators For Setting up of 1.2 GW ISTS Connected Solar Power Projects with 600MW/1200MWh (ESS) on anywhere in India basis under TTBCB with Green Shoe Option (NHPC-Tranche-VIII-Solar with Storage (2024-25)),Solar + Storage,,600.0,600.0,1200.0,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,929bdfafc0df,
Verification Required,Verification Required,NHPC,2024_NHPC_816303_1,Selection of Wind Power Developers for Supply of 600MW power from ISTS connected Wind Power Projects on anywhere in India basis under Tariff Based Competitive Bidding (TBCB) (NHPC-Tranche-VII-WIND (2024-25),Wind,,600.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,ba8a754ee931,
Verification Required,Verification Required,NTPC,NRE-CS-5823-004(L)-9,"Land and Power Evacuation Package for Development of 550 MW ISTS connected Solar PV Projects with Battery Energy Storage near Shimbhoo Ka Burj Solar Project of NGEL, Rajasthan",Transmission / Evacuation,,550.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28400,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-03-17,2025-06-23,T-598749f81646,
Verification Required,Verification Required,NTPC,NRE-CS-5823-004(SOL)-9,"EPC PACKAGE FOR DEVELOPMENT OF 550MW (1x550MW) GRID CONNECTED SOLAR PV PROJECTS NEAR SHIMBHOO KA BURJ, RAJASTHAN",Solar,,550.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29918,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-06-03,2026-06-19,T-0e504759f60c,
Verification Required,Verification Required,NTPC,NREL-CS-5823-004(BESS1)-9,EPC PACKAGE FOR DEVELOPMENT OF 550 MW/ 2200 MWH ISTS CONNECTED BESS AT NTPC REL SHIMBOO KA BURJ SOLAR PLANT,Solar + Storage,,550.0,550.0,2200.0,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29969,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-06-16,2026-06-29,T-9dce59fc73ec,
Verification Required,Verification Required,NTPC,NRE-CS-5930-003-9,DEVELOPMENT OF WIND ENERGY PROJECT WITH 540 MW CAPACITY AT ISTS SUB-STATION ANANTAPUR-III IN ANDHRA PRADESH (TRANCHE-II).,Wind,,540.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Andhra Pradesh,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29464,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-02-12,2026-07-20,T-fe5ae1312df3,
Verification Required,Verification Required,NHPC,NH/CPS-1/P&C/W-1560/2025-26/296 Dated: 25/10/2025,"Annual Maintenance of Unit#1 & Unit#2 (3x180=540MW) Hydro Generator Units of Chamera Power Station-1, Khairi, Distt. Chamba, H.P. for the year of 2025-26.",Hydro,,540.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,fad3aa1bafa6,
Verification Required,Verification Required,NHPC,GEM/2026/B/7904859,"Design, Engineering, Installation and commissioning of 04 Nos servo Valve based Digital Governing system and dismantling of existing governing system in all the four units of 520 MW Parbati-III Power station",Unclassified,,520.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,1e0b70c2031a,
Verification Required,Verification Required,SECI,SECI/C&P/IPP/12/0016/24-25,RfS for Setting up of 500 MW ISTS-connected Offshore Wind Power Project in India (Tranche-I),Wind,,500.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YWV0,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2024-09-13,2025-07-31,T-1033bdc5c3d2,
Verification Required,Verification Required,SECI,SECI/C&P/IPP/12/0016/24-25,RfS for Setting up of 500 MW ISTS-connected Offshore Wind Power Project in India (Tranche-I),Wind,,500.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YWV0,,Official tender page,,Winner not found,C,Fresh,,2026-09-12,,2024-09-13,2025-07-31,1033bdc5c3d2,
Verification Required,Verification Required,SECI,SECI/C&P/IPP/11/0024/24-25,RfS for 500 MW ISTS-Connected Solar PV Power Projects in India (SECI-ISTS-XIX),Solar,,500.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YWp_,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-02-13,2025-12-04,T-710e9150b621,
Verification Required,Verification Required,SECI,SECI/C&P/IPP/11/0024/24-25,RfS for 500 MW ISTS-Connected Solar PV Power Projects in India (SECI-ISTS-XIX),Solar,,500.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YWp_,,Official tender page,,Winner not found,C,Fresh,,2026-09-12,,2025-02-13,2025-12-04,710e9150b621,
Verification Required,Verification Required,SECI,SECI/C&P/IPP/13/0002/26-27,RfS for assured Peak Supply of 1000 MWh (500 MW x 2 Hrs.) under CfD Mechanism from ISTS-Connected RE Projects (SECI-CfD-I),Round-the-Clock / CfD / Trading,,500.0,,1000.0,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YmZ-,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-04-19,2026-09-07,T-5e9b7edc2288,
Verification Required,Verification Required,SECI,SECI/C&P/IPP/13/0002/26-27,RfS for assured Peak Supply of 1000 MWh (500 MW x 2 Hrs.) under CfD Mechanism from ISTS-Connected RE Projects (SECI-CfD-I),Round-the-Clock / CfD / Trading,,500.0,,1000.0,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YmZ-,,Official tender page,,Winner not found,C,Fresh,,2026-09-12,,2026-04-19,2026-09-07,5e9b7edc2288,
Verification Required,Verification Required,NHPC,2025_NHPC_849236_1,Selection of BESS Developers for setting up of 500MW / 1000MWh InSTS connected standalone BESS in the state of Andhra Pradesh under TBCB with VGF support (NHPC-Tranche-II-BESS) (2024-25),Energy Storage (BESS),,500.0,500.0,1000.0,,,,,Unknown,,,,,Unknown,Unknown,,Andhra Pradesh,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,aa2f8d6147c9,
Verification Required,Verification Required,NHPC,2023_NHPC_775644_1,"Package-I : Construction of Civil works of Diversion tunnels, HM works of Diversion tunnels, Road Tunnel, Temporary and Permanent Roads, 2 no. Temporary Bridges, upstream and downstream Coffer Dams, Dam & Spillway, Plunge pool, Main & Auxiliary Intakes, Pressure tunnels/Shafts (Main & Auxiliary), Underground Power House, Busducts/tunnels, Underground Transformer Cavern, Draft tube tunnels, Cable tunnel, Ventilation tunnel, Downstream Surge Chamber, Pothead Yard, Tail race tunnels for Main & Auxiliary plant & other associated adits/structures for 500MW Dugar Hydro Electric Project Located at Luj village in Chamba district of Himachal Pradesh India.",Hydro,,500.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Himachal Pradesh,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,3ca66b087754,
Verification Required,Verification Required,NTPC,NREL-CS-5818-004-9,300 MW EPC PACKAGE WITH LAND FOR DEVELOPMENT OF ISTS CONNECTED GROUND MOUNTED SOLAR PV PROJECT NEAR NTPC ANTA.,Solar,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/27852,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2024-10-25,2025-04-07,T-49d677c18048,
Verification Required,Verification Required,NTPC,NRE-CS-5826-004(L)-9,"LAND AND POWER EVACUATION PACKAGE FOR DEVELOPMENT OF 300MW ISTS CONNECTED SOLAR PV PROJECTS WITH BATTERY ENERGY STORAGE NEAR 300MW NOKHRA SOLAR PROJECT OF NGEL, RAJASTHAN.",Transmission / Evacuation,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28394,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-03-13,2025-08-19,T-da3fee7259c9,
Verification Required,Verification Required,NTPC,NRE-CS-5834-004(EPC)-9,EPC PACKAGE WITH LAND FOR DEVELOPMENT OF 300MW GRID CONNECTED SOLAR PV PROJECT ANYWHERE IN GOA,Solar,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Goa,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28944,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-08-13,2025-08-22,T-e4c9764168a3,
Verification Required,Verification Required,NTPC,NREL-CS-5835-004-9,EPC WITH LAND PACKAGE FOR DEVELOPMENT OF 300 MW ISTS CONNECTED GROUND MOUNTED SOLAR PV PROJECT NEAR NTPC ANTA,Solar,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28965,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-08-22,2025-08-27,T-17f32343c6d7,
Verification Required,Verification Required,NTPC,NRE-CS-5826-004(SOL)-9,"EPC PACKAGE FOR DEVELOPMENT OF 300MW (1x300MW) GRID CONNECTED SOLAR PV PROJECTS NEAR NOKHRA, RAJASTHAN",Solar,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29905,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-06-01,2026-06-25,T-72b638579b3d,
Verification Required,Verification Required,NTPC,NREL-CS-5826-004(BESS1)-9,EPC PACKAGE FOR DEVELOPMENT OF 300MW / 1200MWH ISTS CONNECTED BESS AT NTPC REL NOKHRA SOLAR PLANT,Solar + Storage,,300.0,300.0,1200.0,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29964,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-06-15,2026-07-17,T-76a19cbdb074,
Verification Required,Verification Required,NHPC,2025_NHPC_869566_1,"Request for Selection of Developers for Setting up Solar Power Plants (4x300 MW) for Jalaun Solar Power Park(1200 MW) in District Jalaun, Uttar Pradesh through Tariff Based Competitive Bidding",Solar,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Uttar Pradesh,NHPC,,,,0,Unknown,RfS,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,5f696b3d7670,
Verification Required,Verification Required,NHPC,2023_NHPC_747374_1,"EPC Contract for development of 300 MW Capacity Floating Solar Power Project and associated 220 KV transmission line for connectivity at 400 KV Grid substation alongwith Comprehensive O and M for 05 years at Rengali Reservoir Angul, Odisha",Transmission / Evacuation,,300.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Odisha,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,ea5c9a00d4b6,
Verification Required,Verification Required,NHPC,2026_NHPC_905459_1,"Lot-2a: Electro-mechanical works package (Except GSU Transformer, GIS, XLPE Cable and Switchyard Equipment) of 260 MW (2X130MW) Dulhasti Stage-II H.E Project, Kishtwar District of UT of J and K, India",Unclassified,,260.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,4bd06ff87210,
Verification Required,Verification Required,NHPC,TENDER NO. NH/CCW/CC-III /CO-406/PR-10925/83,"Lot-3 Package: Hydro-mechanical Works for All Gates and Pressure Shaft Liners for the implementation of the 260 MW Dulhasti Stage-II HE Project, in Kishtwar District of UT of J&K, India.",Hydro,,260.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Jammu and Kashmir,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,0440a5f465f1,
Verification Required,Verification Required,NHPC,2025_NHPC_866662_1,"Lot-2a: Electro-mechanical works package (Except GSU, GIS, XLPE & Switchyard Equipment) of 260 MW (2X130MW) Dulhasti Stage-II H.E Project, Kishtwar District of UT of J&K, India",Unclassified,,260.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Jammu and Kashmir,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,dd5b95174a0b,
Verification Required,Verification Required,NHPC,2025_NHPC_862404_1,Lot-I Package: Civil worksof the 260 MW Dulhasti Stage-II H.E Project,Unclassified,,260.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,4baa0e140248,
Verification Required,Verification Required,NTPC,NGEL-CS-5831-004(BESS)-9,EPC PACKAGE FOR DEVELOPMENT OF BATTERY ENERGY STORAGE SYSTEM (BESS) AT NTPC KAYAMKULAM (250 MW/1000 MWH).,Energy Storage (BESS),,250.0,250.0,1000.0,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28550,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-05-01,2025-06-03,T-06c32049b77b,
Verification Required,Verification Required,NTPC,NRE-CS-5800-004(EPC3)-9R,"EPC PACKAGE FOR DEVELOPMENT OF 250MW (1x250MW) GRID CONNECTED SOLAR PV PROJECT AT BIKANER, RAJASTHAN",Solar,,250.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28653,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-05-30,2025-07-22,T-94b0df70e976,
Verification Required,Verification Required,NTPC,NRE-CS-5838-004(EPC)-9,"EPC PACKAGE FOR DEVELOPMENT OF 250MW SOLAR WITH 50MW/200MWH BESS PROJECT AT SITAPUR, U.P.",Solar + Storage,,250.0,50.0,200.0,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29320,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-12-31,2026-02-18,T-edf758b5a8a3,
Verification Required,Verification Required,NHPC,GEM/2025/B/5884423,Implementation of Automatic Generation Control (AGC) System at Subansiri Lower HE Project (8 x 250 MW) and Parbati HE Project (Stage-II) (4 x 200 MW) of NHPC Limited,Unclassified,,250.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,2504c5e5aa27,
Verification Required,Verification Required,NTPC,NRE-CS-5779-004(EPC3)-9R,"EPC Package for Development of 245 MW (Plot-16) Grid Connected Solar PV Project in South Block of Khavda RE Park, Rann of Kut.",Solar,,245.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28643,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-05-28,2025-07-15,T-fe15bf1bbbfb,
Verification Required,Verification Required,NTPC,NRE-CS-5824-004(L)-9,"Land and Power Evacuation Package for Development of 240 MW ISTS connected Solar PV Projects with Battery Energy Storage near 240 MW Devikot Solar Project of NGEL, Rajasthan",Transmission / Evacuation,,240.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28414,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-03-20,2025-07-04,T-fde0ead488aa,
Verification Required,Verification Required,NTPC,NRE-CS-5824-004(SOL)-9,"EPC PACKAGE FOR DEVELOPMENT OF 240MW (1x240MW) GRID CONNECTED SOLAR PV PROJECTS NEAR DEVIKOT, RAJASTHAN",Solar,,240.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29917,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-06-03,2026-06-22,T-0927eb756d66,
Verification Required,Verification Required,NTPC,NREL-CS-5824-004(BESS1)-9,EPC PACKAGE FOR DEVELOPMENT OF 240 MW/ 960 MWH ISTS CONNECTED BESS AT NTPC REL DEVIKOT SOLAR PLANT,Solar + Storage,,240.0,240.0,960.0,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29973,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-06-16,2026-07-08,T-a3dcdb8d4277,
Verification Required,Verification Required,NHPC,NH/CCW/CC-IV /CO-480/PR16526/8,Hydro-mechanical Works for All Gates and Pressure Shaft Liners for the implementation of the 240 MW Uri-I Stage-II H.E Project,Hydro,,240.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,44f5e9192cf9,
Verification Required,Verification Required,NHPC,2025_NHPC_861342_1,Lot III Electro mechanical works of 240 MW Uri I Stage II H E Project Baramulla District of UT of JK,Unclassified,,240.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,25536f7096ca,
Verification Required,Verification Required,NHPC,2025_NHPC_862315_1,"Lot-II Package : Hydro-mechanical Works for All Gates and Pressure Shaft Liners for the implementation of the 240 MW Uri-I Stage-II H.E Project, located near Boniyar, Uri villages in the Baramulla District of UT of J&amp;amp;amp;amp;K, India.",Hydro,,240.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,860e33a54de8,
Verification Required,Verification Required,NHPC,NH/CCW/CC-III/CO-389/PR10625/25,Uri-I Stage-II (240 MW) Package-I Civil Works,Unclassified,,240.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,2b4646e2f648,
Verification Required,Verification Required,NTPC,NRE-CS-5825-004(L)-9,"LAND AND POWER EVACUATION PACKAGE FOR DEVELOPMENT OF 230MW ISTS CONNECTED SOLAR PV PROJECTS WITH BATTERY ENERGY STORAGE NEAR 230MW ETTAYAPURAM SOLAR PROJECT OF NGEL, TAMIL NADU",Transmission / Evacuation,,230.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Tamil Nadu,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/28461,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-04-04,2025-07-22,T-19ccf24b8c17,
Verification Required,Verification Required,NTPC,NRE-CS-5931-003-9,DEVELOPMENT OF WIND ENERGY PROJECT WITH 215MW CAPACITY FOR INGEL AT ISTS SUBSTATION ANANTAPUR-II IN ANDHRA PRADESH (TRANCHE-III).,Transmission / Evacuation,,215.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Andhra Pradesh,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29458,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-02-11,2026-03-10,T-8f1afab1e6dd,
Verification Required,Verification Required,SECI,SECI/C&P/OP/11/017/2024-25,"200 MW BoS Tender at Dhar, MP",Unclassified,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YWt-,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2025-05-01,2025-06-05,T-1aab8a777ca0,
Verification Required,Verification Required,SECI,SECI/C&P/OP/11/017/2024-25,"200 MW BoS Tender at Dhar, MP",Unclassified,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,SECI,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.seci.co.in/tender-details/YWt-,,Official tender page,,Winner not found,C,Fresh,,2026-09-12,,2025-05-01,2025-06-05,1aab8a777ca0,
Verification Required,Verification Required,NTPC,NRE-CS-5800-004(BOS2)-9,"BALANCE OF SYSTEM (BOS) PACKAGE FOR DEVELOPMENT OF 200MW GRID CONNECTED SOLAR PV PROJECT AT BIKANER, RAJASTHAN",Solar,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Rajasthan,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/29651,,Official tender page,,Winner not found,C,Fresh,2026-09-12,2026-09-12,,2026-04-02,2026-05-06,T-67465aa83379,
Verification Required,Verification Required,NTPC,GEM/2026/B/7937631,Hiring of Latest Model of Mahindra Scorpio (4 WD) or equivalent 4WD Not earlier than 2026 Make) vehicle for 12 Hours duty for NTPC REL officials at 200 MW ISTS Connected Solar PV Project (Block IX),Solar,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NTPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://ntpctender.ntpc.co.in/NITDetails/NITs/30195,https://ntpctender.ntpc.co.in/NITDetails/NITs/30195,Official tender page,,Winner not found,A,Recently Verified,2026-09-12,2026-09-12,2026-09-12,2026-08-27,2026-09-07,T-732e8f3c403b,
Verification Required,Verification Required,NHPC,2024_NHPC_835735_1,"Pre-Commissioning/ Commissioning/ Post-Commissioning activities of Unit #1, 2, 3 &amp; Unit#4 and its Accessories of Power House of Parbati H.E. Project, Stage-II (4 X 200 MW; Pelton Turbines) (Package No. C-791).",Unclassified,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,ce90d31fa850,
Verification Required,Verification Required,NHPC,2024_NHPC_805733_1,"EPC Contract for Design, Engineering, Supply, Construction, Erection, Testing, and Commissioning of 200 MW Grid connected Solar PV Power Project in GSECL’s RE Solar Park at Khavda (Stage-3), Gujarat with Comprehensive O & M for five years.",Solar,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,Gujarat,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,7417f80eaed2,
Verification Required,Verification Required,NHPC,2023_NHPC_760763_1,"Setting up of 200 MW Solar PV Power Project in 600 MW in Solar park (Stage-I) of Gujrat State Electricity Corporation Ltd (GSECL) at khavda, Gujrat",Solar,,200.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,a25373038a30,
Verification Required,Verification Required,NHPC,GEM/2025/B/6850300 Dated: 04-11-2025,"Hiring of Services of Balancing Expert for Dynamic Balancing of All Three Hydro Units of (3x180MW) Chamera Power Station-1, Khairi, Chamba (H.P).",Hydro,,180.0,,,,,,,Unknown,,,,,Unknown,Unknown,,,NHPC,,,,0,Unknown,Tender,Verification Required,Award date unknown,https://www.nhpcindia.com/welcome/tender,,Official tender page,,Winner not found,D,Fresh,,2026-09-12,,,,f631ac5dcf5a,
