Reason,Severity,TenderKey,Authority,Tender Title,Technology,Capacity MW,What to do,Source URL,Award URL
WINNER_UNKNOWN,HIGH,T-f3ff92ba26ea,NTPC,"Land and Power Evacuation Package for Development of 600 MW ISTS connected Solar PV Projects in Tumkur Region, Karnataka",Transmission / Evacuation,600.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/28312,
WINNER_UNKNOWN,HIGH,T-bd34718f1cef,NTPC,"EPC PACKAGE FOR DEVELOPMENT OF 600MW (2x300MW) GRID CONNECTED SOLAR PV PROJECTS AT DHULE, MAHARASHTRA",Solar,600.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/29990,
WINNER_UNKNOWN,HIGH,T-69c7a513e920,NTPC,SUPPLY AND INSTALLATION OF WIND TURBINE GENERATORS (WTG) FOR ISTS CONNECTED WIND ENERGY PROJECT WITH NOMINAL CAPACITY OF,Wind,600.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/30166,
WINNER_UNVERIFIED,HIGH,T-36f0b8607c13,NLC India,NLC India Secures 600 MW Solar Award in UP Scaling Renewable Energy Pipeline - Sahi,Solar,600.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMitgFBVV95cUxPWndycnlhenM0NU1ybDl5Mk1LX3BGQzYtUVNjeVl2R2tLLU16Q05GdTZxS1RCX0VZV0UwTVdhajJacVBjN3JJcmtpNVpvbXhtRFFzQnU3cVdGdXA4bXQ4ZlVSN3ExX3Q3WWFHZ2xsWlp0Z25leFBvbURDR1B2X2Zya25pOVR2T3hkRFROV2Vmal9xRnMzbEtvVzRDVjNIcGhHVVg4UUxvQmhGRUxJNml3aVNmYlRKUQ?oc=5,https://news.google.com/rss/articles/CBMitgFBVV95cUxPWndycnlhenM0NU1ybDl5Mk1LX3BGQzYtUVNjeVl2R2tLLU16Q05GdTZxS1RCX0VZV0UwTVdhajJacVBjN3JJcmtpNVpvbXhtRFFzQnU3cVdGdXA4bXQ4ZlVSN3ExX3Q3WWFHZ2xsWlp0Z25leFBvbURDR1B2X2Zya25pOVR2T3hkRFROV2Vmal9xRnMzbEtvVzRDVjNIcGhHVVg4UUxvQmhGRUxJNml3aVNmYlRKUQ?oc=5
WINNER_UNVERIFIED,HIGH,T-8a50373c8d89,SJVN,"KP Group, UPC Renewables, Datta Infra, Resolven Win SJVN’s 600 MW Wind Auction - Energetica India Magazine",Wind,600.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxOMGI3eS1uaklneERJQnc5bjJ2QlZsUXdlbW5aVlFnOHF0WTRCSUV0ZGJEc1g4QURZX2FMb2NMVmhhZG9iS0hzSGZ0UXNxb0pnOTVWS1g1bVBtRWJKU1NXRmRPUmxfaUZsR3dpX19lYk9wRW92WXBwSGU1WHo5SXFNS1VUOEhESFdpRDhROFlKelpiWmdSZDZwUFdFeHppbldmUnpTWUFVLXZVblJXOWdjN2p3?oc=5
WINNER_UNKNOWN,HIGH,T-598749f81646,NTPC,Land and Power Evacuation Package for Development of 550 MW ISTS connected Solar PV Projects with Battery Energy Storage,Transmission / Evacuation,550.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/28400,
WINNER_UNKNOWN,HIGH,T-0e504759f60c,NTPC,"EPC PACKAGE FOR DEVELOPMENT OF 550MW (1x550MW) GRID CONNECTED SOLAR PV PROJECTS NEAR SHIMBHOO KA BURJ, RAJASTHAN",Solar,550.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/29918,
WINNER_UNKNOWN,HIGH,T-9dce59fc73ec,NTPC,EPC PACKAGE FOR DEVELOPMENT OF 550 MW/ 2200 MWH ISTS CONNECTED BESS AT NTPC REL SHIMBOO KA BURJ SOLAR PLANT,Solar + Storage,550.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/29969,
WINNER_UNKNOWN,HIGH,T-fe5ae1312df3,NTPC,DEVELOPMENT OF WIND ENERGY PROJECT WITH 540 MW CAPACITY AT ISTS SUB-STATION ANANTAPUR-III IN ANDHRA PRADESH (TRANCHE-II),Wind,540.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/29464,
WINNER_UNKNOWN,HIGH,T-110f999350f3,NTPC,INVITATION FOR BIDS (IFB) FOR DEVELOPMENT OF GRID CONNECTED SOLAR PV PROJECT(S) (UPTO 500MW CAPACITY) UNDER EPC PACKAGE ,Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/21142,
WINNER_UNKNOWN,HIGH,T-b004a658bfd0,NTPC,EPC PACKAGE WITH LAND FOR DEVELOPMENT OF ISTS CONNECTED SOLAR PV PROJECTS UPTO 500 MW ANYWHERE IN INDIA.,Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/23363,
WINNER_UNKNOWN,HIGH,T-2f4e5ec41e99,NTPC,INVITATION FOR BIDS (IFB) FOR LAND AND EHV TRANSMISSION SYSTEM PACKAGE FOR DEVELOPMENT OF 500MW STU CONNECTED SOLAR PV P,Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/24083,
WINNER_UNKNOWN,HIGH,T-7d612748798b,NTPC,SELECTION OF DEVELOPERS FOR ISTS CONNECTED ENERGY STORAGE SOLUTIONS OF 3000MWH WITH 500MW (min) CAPACITY Anywhere in Ind,Unclassified,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/23962,
WINNER_UNKNOWN,HIGH,T-159554c06610,NTPC,"BALANCE OF SYSTEM PACKAGE (EXCLUDING LAND & TRANSMISSION SYSTEM) OF 500 MW STU CONNECTED SOLAR PV PROJECT AT BHADLA, RAJ",Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/24564,
WINNER_UNKNOWN,HIGH,T-d20ef432404a,SECI,Request for Selection (RfS) Document for setting up of Pilot Projects of 500 MW/1000MWh Standalone Battery Energy Storag,Energy Storage (BESS),500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/ZWY,
WINNER_UNKNOWN,HIGH,d20ef432404a,SECI,Request for Selection (RfS) Document for setting up of Pilot Projects of 500 MW/1000MWh Standalone Battery Energy Storag,Energy Storage (BESS),500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/ZWY,
WINNER_UNKNOWN,HIGH,T-cdbc138b65ad,NTPC,EPC PACKAGE WITH LAND FOR DEVELOPMENT OF ISTS CONNECTED SOLAR PV PROJECTS (UPTO 500 MW) ANYWHERE IN INDIA.,Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/25337,
WINNER_UNKNOWN,HIGH,T-2400c58b7826,NTPC,"BALANCE OF SYSTEM PACKAGE (EXCLUDING LAND & TRANSMISSION SYSTEM) OF 1x500MW STU CONNECTED SOLAR PV PROJECT AT BHADLA, RA",Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/26933,
WINNER_UNKNOWN,HIGH,T-19d2151fc089,NTPC,"EPC PACKAGE FOR DEVELOPMENT OF 500MW (2X250MW) GRID CONNECTED SOLAR PV PROJECTS AT BIKANER, RAJASTHAN.",Solar,500.0,material tender closed with no winner found; search the agency site,https://ntpctender.ntpc.co.in/NITDetails/NITs/26679,
WINNER_UNKNOWN,HIGH,T-37ec3e82b4a8,SECI,RfS for 500 MW ISTS-Connected Wind Power Projects in India (SECI-Tranche-XVII),Wind,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWZ3,
WINNER_UNKNOWN,HIGH,37ec3e82b4a8,SECI,RfS for 500 MW ISTS-Connected Wind Power Projects in India (SECI-Tranche-XVII),Wind,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWZ3,
WINNER_UNKNOWN,HIGH,T-7e342d42147e,SECI,RfS for 500 MW Firm and Dispatchable Power from ISTS-connected Renewable Energy (RE) Power Projects (SECI-FDRE-I),Round-the-Clock / CfD / Trading,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/aWY,
WINNER_UNKNOWN,HIGH,7e342d42147e,SECI,RfS for 500 MW Firm and Dispatchable Power from ISTS-connected Renewable Energy (RE) Power Projects (SECI-FDRE-I),Unclassified,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/aWY,
WINNER_UNKNOWN,HIGH,T-1033bdc5c3d2,SECI,RfS for Setting up of 500 MW ISTS-connected Offshore Wind Power Project in India (Tranche-I),Wind,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWV0,
WINNER_UNKNOWN,HIGH,1033bdc5c3d2,SECI,RfS for Setting up of 500 MW ISTS-connected Offshore Wind Power Project in India (Tranche-I),Wind,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWV0,
WINNER_UNKNOWN,HIGH,T-710e9150b621,SECI,RfS for 500 MW ISTS-Connected Solar PV Power Projects in India (SECI-ISTS-XIX),Solar,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWp_,
WINNER_UNKNOWN,HIGH,710e9150b621,SECI,RfS for 500 MW ISTS-Connected Solar PV Power Projects in India (SECI-ISTS-XIX),Solar,500.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWp_,
WINNER_UNVERIFIED,HIGH,T-d9717b535ee9,NTPC,NTPC REL Wins 500 MW SECI Renewable Contract At Rs 6 per kWh - Construction World,Unclassified,500.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMi4gFBVV95cUxPd296c2F1UU96M25sUV9GSmRDLVFEZndIcU9XWXFMTUFtRTJoZGgwOU9VUzR0X2d5WUl1UzFwRzZwLVhVd21lcXRRVHcybUVrT1dMSTR3dmtzVVhCTUlHVnNORlV2OWlvMThlamI3UFdFaVZyM2tQYnVza0l2WVRuS2xIcHlfa0RIenZJdDBSQmhQNndyV0JRX1Y5UGhMSUlxMVk0aFluamZHeFQtZU85WlhmNkpaVFUwODVUb3h4azhRMUo1czlWaFFES3ZONUtuZGI2Y0N4NVo4ZEVTZG5QSW93?oc=5,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPd296c2F1UU96M25sUV9GSmRDLVFEZndIcU9XWXFMTUFtRTJoZGgwOU9VUzR0X2d5WUl1UzFwRzZwLVhVd21lcXRRVHcybUVrT1dMSTR3dmtzVVhCTUlHVnNORlV2OWlvMThlamI3UFdFaVZyM2tQYnVza0l2WVRuS2xIcHlfa0RIenZJdDBSQmhQNndyV0JRX1Y5UGhMSUlxMVk0aFluamZHeFQtZU85WlhmNkpaVFUwODVUb3h4azhRMUo1czlWaFFES3ZONUtuZGI2Y0N4NVo4ZEVTZG5QSW93?oc=5
WINNER_UNVERIFIED,HIGH,T-f69d26bb566a,SECI,NTPC Renewable Energy Wins 500 MW in SECI Peak Power Auction at ₹6/kWh - Microgrid Media,Unclassified,500.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMic0FVX3lxTE5ENU1jazA5OGdWbzhnVm5QNG5VS1RqeVgwRVItNkZMQXR1ZGVOcTZ1SUh0X3FaNDg0SGVOc2gxbjlGZ1ltdWFSWnBpRVpXVm9LLW1yRGNVYVhjVVJONVhSZldxOUNIZnRJeF9ob0pndXdjcTQ?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTE5ENU1jazA5OGdWbzhnVm5QNG5VS1RqeVgwRVItNkZMQXR1ZGVOcTZ1SUh0X3FaNDg0SGVOc2gxbjlGZ1ltdWFSWnBpRVpXVm9LLW1yRGNVYVhjVVJONVhSZldxOUNIZnRJeF9ob0pndXdjcTQ?oc=5
WINNER_UNVERIFIED,HIGH,T-4f40b69fee32,SECI,NTPC REL Wins 500 MW Renewable Energy Contract In SECI Auction At INR 6/kWh - SolarQuarter,Unclassified,500.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMisgFBVV95cUxPektoWl94Wk1jVGhWVF92aGo4Y1lGWDlWdE1zdGY0OElMVUZUaHpOREtzb29hNlFKS25sSW41OVMyNEJtR0dPNGRqQUhaaTNZYUhhUUdYUkpybVh2TjR5TzYyUmMyZW0xWktBeGRVdlZVQ2RMdFljV2VNYW9aOW5sMXF2Yjg5VjkyQlRvbFBycVZBY0dhZmpseF9FLWxkRi04cXJWSnFudjE1ZjQ0X21QS1p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxPektoWl94Wk1jVGhWVF92aGo4Y1lGWDlWdE1zdGY0OElMVUZUaHpOREtzb29hNlFKS25sSW41OVMyNEJtR0dPNGRqQUhaaTNZYUhhUUdYUkpybVh2TjR5TzYyUmMyZW0xWktBeGRVdlZVQ2RMdFljV2VNYW9aOW5sMXF2Yjg5VjkyQlRvbFBycVZBY0dhZmpseF9FLWxkRi04cXJWSnFudjE1ZjQ0X21QS1p3?oc=5
WINNER_UNVERIFIED,HIGH,T-f316671be8c1,SECI,NTPC Green Energy Arm Wins 500 MW SECI Peak Power Tender - Equitypandit,Unclassified,500.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMijwFBVV95cUxOcnlyaUtXamtSbmN6cmhSUjRaVXVfYjBtLTV1dGFRR1FvNkZUSzBKbGYwZEY5QkItbHFKVVA4WWY2bTZxeGhieV9HdEh2emRpVEV2b014X3ZyS2JKZzNIcjlha0loaThVN1ZyOGdPQTN0WFAxVXhHMjRPNE1NUFZzMEw0Ul8xV1hvOERaZW1NZw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcnlyaUtXamtSbmN6cmhSUjRaVXVfYjBtLTV1dGFRR1FvNkZUSzBKbGYwZEY5QkItbHFKVVA4WWY2bTZxeGhieV9HdEh2emRpVEV2b014X3ZyS2JKZzNIcjlha0loaThVN1ZyOGdPQTN0WFAxVXhHMjRPNE1NUFZzMEw0Ul8xV1hvOERaZW1NZw?oc=5
WINNER_UNVERIFIED,HIGH,T-2443862bb9ca,SECI,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - energy.economictimes.indiatimes.com,Unclassified,500.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5
WINNER_UNVERIFIED,HIGH,T-70cc4438cd19,GUVNL,"NLC India, KP Group Win GUVNL’s 450 MW/900 MWh Standalone BESS Auction - energetica-india.net",Energy Storage (BESS),450.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMiqAFBVV95cUxOY1VXRGsyNTZORk9rUW9qakRMYXdWWnFNSlpEMmp0NXoyemlBcEYxWXg2YWdFSTNjMzc2RFplNm1YMUJUdUFudGRiQnVXOGN3d19DWFo1RGRrNW9wdnVBUlZkSm0tYVVVT1hGYldRZExsT19tNWlpUmdVeWNkMmNSeV9VVDJKRm5Kd3lEYkp2NTdVOEpSdVBGcnhzT0p0clQ5OHlkQkhiZVU?oc=5,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOY1VXRGsyNTZORk9rUW9qakRMYXdWWnFNSlpEMmp0NXoyemlBcEYxWXg2YWdFSTNjMzc2RFplNm1YMUJUdUFudGRiQnVXOGN3d19DWFo1RGRrNW9wdnVBUlZkSm0tYVVVT1hGYldRZExsT19tNWlpUmdVeWNkMmNSeV9VVDJKRm5Kd3lEYkp2NTdVOEpSdVBGcnhzT0p0clQ5OHlkQkhiZVU?oc=5
WINNER_UNVERIFIED,HIGH,T-56d130be8de8,NLC India,NLC India Renewables wins 450 MW Gujarat BESS; second bidder Rs 1 behind - Power Peak Digest,Energy Storage (BESS),450.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMigwFBVV95cUxOT0VUZnU3akNTakpydTBMUHg5bmRtdEpEZTZiOXBQV3JOS1Y2bkk0UVJiQll1RDNpbDlFQVBpN0JweXIwTkZmX09KVmx2OXhJWUllWWNTTG94VEhYMmpOSUJWaTEyU2lkWXljSVBSWHdkQ0puajl2SmpDUWJRUl9XNzk0dw?oc=5,https://news.google.com/rss/articles/CBMigwFBVV95cUxOT0VUZnU3akNTakpydTBMUHg5bmRtdEpEZTZiOXBQV3JOS1Y2bkk0UVJiQll1RDNpbDlFQVBpN0JweXIwTkZmX09KVmx2OXhJWUllWWNTTG94VEhYMmpOSUJWaTEyU2lkWXljSVBSWHdkQ0puajl2SmpDUWJRUl9XNzk0dw?oc=5
WINNER_UNVERIFIED,HIGH,T-06627f9dafd0,NLC India,GUVNL Awards 450 MW/900 MWh BESS Phase-IX To NLC India Renewables And Sun Drops Energia - SolarQuarter,Solar + Storage,450.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWE1YeEJVdDZ1OXQwN2taTUpQSDJHVGNEOU9telNxb1BOMnJPT25DVjZ1SmRvVF83YVpPUE44SHpDUXhHMnNzWWo4RWo0cHowcU82a1c3Ulp3emIwY2dLcW5NSHVSNnpIZjJCSjdCWmFFRU5OUUxFRlpNX2oyOWNQQ2ZLLUdvclhQTW52Zjd6YklpNGhmNkJsRUItMU91NHJHX0xrVUxkV1F1RDlldzVuUE1RVHVnZWRGZVgxamlhbjg0Zw?oc=5,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWE1YeEJVdDZ1OXQwN2taTUpQSDJHVGNEOU9telNxb1BOMnJPT25DVjZ1SmRvVF83YVpPUE44SHpDUXhHMnNzWWo4RWo0cHowcU82a1c3Ulp3emIwY2dLcW5NSHVSNnpIZjJCSjdCWmFFRU5OUUxFRlpNX2oyOWNQQ2ZLLUdvclhQTW52Zjd6YklpNGhmNkJsRUItMU91NHJHX0xrVUxkV1F1RDlldzVuUE1RVHVnZWRGZVgxamlhbjg0Zw?oc=5
WINNER_UNVERIFIED,HIGH,T-09598eb67675,SJVN,ACME Solar wins 450 MW peak power project under SJVN FDRE-IV - Manufacturing Today India,Solar,450.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMigAFBVV95cUxNUkhNZWlKMVhuWWx2LTRkMThmaWliejVnTy0yaWoxSkEybEkwZHZmdGY0azdpVUxkNnhkRkFkY1Nnc2J0cm1jSTU4c2lmcGFlYXdHdlI2dndzRWF5TExSeWpmeEdoNnNKSk1qcmlhRGswLWpxNVo0dlkxelpXSWxPdA?oc=5,https://news.google.com/rss/articles/CBMigAFBVV95cUxNUkhNZWlKMVhuWWx2LTRkMThmaWliejVnTy0yaWoxSkEybEkwZHZmdGY0azdpVUxkNnhkRkFkY1Nnc2J0cm1jSTU4c2lmcGFlYXdHdlI2dndzRWF5TExSeWpmeEdoNnNKSk1qcmlhRGswLWpxNVo0dlkxelpXSWxPdA?oc=5
WINNER_UNVERIFIED,HIGH,T-0253747219b9,SJVN,ACME Solar Awarded 450 MW-1800 MWh SJVN FDRE-IV Project - Energetica India Magazine,Solar,450.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://news.google.com/rss/articles/CBMimAFBVV95cUxObXI0RjJJMmNfVTRFbzE5MzBzaHNqZ3hyd3BRQmJadE1BYmpOOW0yQ2pneHE5V3ZRZ2RUOGtWckViQ1BTM1ZZM211SXdfcmRZZDJ0QlJsWWdUbFEwZ0NkeGNlVjZuNTQzMTJMMnFWZlVHaHV0Y2NfOTI4WWFqbHFHSGhuSzB0bmZjbERmdjdlTVN1RjNjempOMg?oc=5,https://news.google.com/rss/articles/CBMimAFBVV95cUxObXI0RjJJMmNfVTRFbzE5MzBzaHNqZ3hyd3BRQmJadE1BYmpOOW0yQ2pneHE5V3ZRZ2RUOGtWckViQ1BTM1ZZM211SXdfcmRZZDJ0QlJsWWdUbFEwZ0NkeGNlVjZuNTQzMTJMMnFWZlVHaHV0Y2NfOTI4WWFqbHFHSGhuSzB0bmZjbERmdjdlTVN1RjNjempOMg?oc=5
WINNER_UNKNOWN,HIGH,T-4cf4ee5acbf7,SECI,"Tender for Manufacturing, Testing, Packing and Forwarding, Supply and Transportation of 400 MWp domestically manufacture",Solar,400.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWN0,
WINNER_UNKNOWN,HIGH,4cf4ee5acbf7,SECI,"Tender for Manufacturing, Testing, Packing and Forwarding, Supply and Transportation of 400 MWp domestically manufacture",Solar,400.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWN0,
WINNER_UNKNOWN,HIGH,T-dfce7a12c394,SECI,RfS for Selection of Hybrid Power Developers for Setting up of 400 MW ISTS-connected Wind-Solar Hybrid Power Projects in,Wind-Solar Hybrid,400.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWZx,
WINNER_UNKNOWN,HIGH,dfce7a12c394,SECI,RfS for Selection of Hybrid Power Developers for Setting up of 400 MW ISTS-connected Wind-Solar Hybrid Power Projects in,Wind-Solar Hybrid,400.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWZx,
WINNER_UNKNOWN,HIGH,T-7d53065b0a8e,SECI,Domestically Manufactured Solar PV Module Package of 400 MWp under CPSU Scheme Tranche III,Solar,400.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWV_,
WINNER_UNKNOWN,HIGH,7d53065b0a8e,SECI,Domestically Manufactured Solar PV Module Package of 400 MWp under CPSU Scheme Tranche III,Solar,400.0,material tender closed with no winner found; search the agency site,https://www.seci.co.in/tender-details/YWV_,
WINNER_UNVERIFIED,HIGH,T-ba290cae1701,NTPC,SUPPLY OF SOLAR PV MODULES FOR 400MW SOLAR PROJECT IN CHITRAKOOT IN U.P.,Solar,400.0,"open the Award URL, confirm the winner, then record it in manual_awards.csv",https://ntpctender.ntpc.co.in/NITDetails/NITs/29427,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOUTkzQ1dXY3J1c1pXVy1EdG5QT28tX2x2ejRoRVJEeEtCdzBPZ0xSdkhuVkYyekltNVl5bGJkX3JiZ3AyLTZ6QlREeTdaY0M5VWU2VzJMVS1BX1hoSUtHUFkyLXF3d2M2Nk9qd3ZSOWhDSFoxZ2dyR0hERGZWTV9iRU1FZWdpWFFva1VfSWhxb09JVHlwMFRwaGJ4eXN2LW5sTWwzQm0taDRudFVYWm11OENaYnpORGozby03aXdYeUdZeUo1UGtlWg?oc=5
